carat,cut,color,clarity,depth,table,price,x,y,z,price_per_carat,high_price,price_per_carat_with taxes
1.05,Ideal,G,VVS2,62.2,56.0,8645,6.49,6.53,4.05,8233.33,1,10703.329
1.05,Ideal,G,VVS2,62.5,55.0,8645,6.49,6.53,4.07,8233.33,1,10703.329
1.05,Ideal,G,VVS2,61.9,57.0,8645,6.51,6.54,4.04,8233.33,1,10703.329
1.03,Ideal,D,VS1,62.6,57.0,8645,6.44,6.5,4.05,8393.2,1,10911.160000000002
1.5,Premium,H,SI2,62.3,60.0,8645,7.3,7.22,4.52,5763.33,1,7492.329
1.16,Ideal,G,VVS2,62.0,56.0,8646,6.71,6.75,4.17,7453.45,1,9689.485
1.01,Good,F,VVS2,60.3,62.0,8647,6.47,6.54,3.92,8561.39,1,11129.806999999999
1.01,Ideal,G,VVS1,61.1,56.0,8647,6.51,6.49,3.97,8561.39,1,11129.806999999999
1.17,Ideal,F,VS1,62.2,56.0,8648,6.74,6.77,4.2,7391.45,1,9608.885
1.5,Premium,D,SI2,61.9,58.0,8649,7.34,7.27,4.52,5766.0,1,7495.8
1.09,Very Good,G,IF,62.9,57.0,8650,6.52,6.58,4.12,7935.78,1,10316.514
1.27,Ideal,H,VS1,61.4,56.0,8652,6.95,6.97,4.27,6812.6,1,8856.380000000001
1.54,Premium,J,VVS2,61.1,59.0,8652,7.45,7.4,4.54,5618.18,1,7303.634000000001
1.74,Premium,H,SI1,61.6,59.0,8653,7.7,7.62,4.72,4972.99,1,6464.887
1.41,Premium,H,VS2,61.2,60.0,8654,7.17,7.21,4.4,6137.59,1,7978.867
1.43,Very Good,H,SI1,61.7,59.0,8654,7.23,7.29,4.48,6051.75,1,7867.275000000001
1.53,Very Good,E,SI2,63.1,59.0,8654,7.38,7.21,4.61,5656.21,1,7353.073
1.04,Very Good,G,IF,60.7,58.0,8655,6.52,6.65,4.0,8322.12,1,10818.756000000001
1.54,Very Good,I,VS2,62.2,58.0,8656,7.32,7.37,4.57,5620.78,1,7307.014
1.02,Ideal,D,VS1,61.2,56.0,8658,6.48,6.53,3.98,8488.24,1,11034.712
1.02,Ideal,D,VS1,62.0,56.0,8658,6.46,6.5,4.02,8488.24,1,11034.712
1.21,Premium,F,VS2,61.6,58.0,8660,6.88,6.79,4.21,7157.02,1,9304.126
1.5,Very Good,J,VS1,61.3,59.0,8662,7.36,7.41,4.53,5774.67,1,7507.071
1.5,Very Good,I,VS2,58.4,61.0,8662,7.42,7.48,4.35,5774.67,1,7507.071
1.5,Very Good,I,VS2,63.0,57.0,8662,7.2,7.25,4.55,5774.67,1,7507.071
1.01,Ideal,G,VVS2,61.6,54.0,8662,6.51,6.55,4.02,8576.24,1,11149.112000000001
1.47,Very Good,H,SI1,62.9,58.0,8663,7.18,7.23,4.53,5893.2,1,7661.16
1.7,Premium,I,SI1,58.6,59.0,8663,7.79,7.75,4.55,5095.88,1,6624.644
1.6,Fair,D,SI2,64.7,58.0,8666,7.35,7.28,4.73,5416.25,1,7041.125
1.01,Very Good,E,VS1,57.7,62.0,8668,6.57,6.63,3.81,8582.18,1,11156.834
1.5,Premium,H,SI1,61.6,58.0,8669,7.33,7.38,4.53,5779.33,1,7513.129
1.2,Ideal,F,VS2,61.9,53.0,8669,6.84,6.79,4.22,7224.17,1,9391.421
1.2,Premium,F,VS1,61.8,59.0,8669,6.79,6.76,4.19,7224.17,1,9391.421
1.37,Premium,H,VS1,62.9,58.0,8669,7.12,7.07,4.46,6327.74,1,8226.062
1.24,Good,G,VS2,61.3,57.0,8672,6.78,6.88,4.19,6993.55,1,9091.615
1.13,Ideal,F,VS1,61.1,56.0,8674,6.7,6.79,4.12,7676.11,1,9978.943
1.08,Ideal,E,VS1,61.6,57.0,8674,6.58,6.61,4.06,8031.48,1,10440.923999999999
1.52,Fair,H,VS2,62.1,66.0,8674,7.33,7.13,4.5,5706.58,1,7418.554
1.26,Premium,F,VS2,62.8,58.0,8676,6.89,6.84,4.31,6885.71,1,8951.423
1.51,Ideal,J,VS1,61.8,59.0,8678,7.36,7.39,4.56,5747.02,1,7471.126000000001
1.55,Ideal,H,SI2,62.1,57.0,8678,7.39,7.43,4.6,5598.71,1,7278.323
1.23,Ideal,F,VS1,61.3,57.0,8679,6.93,6.86,4.23,7056.1,1,9172.93
1.73,Premium,I,VS2,59.8,58.0,8680,7.8,7.79,4.66,5017.34,1,6522.542
1.51,Fair,G,SI1,65.0,59.0,8681,6.99,7.07,4.57,5749.01,1,7473.713000000001
1.59,Ideal,J,VS2,62.9,58.0,8681,7.45,7.39,4.66,5459.75,1,7097.675
1.46,Premium,D,SI2,62.0,55.0,8683,7.32,7.23,4.51,5947.26,1,7731.438
1.29,Very Good,G,VS2,58.7,58.0,8684,7.11,7.27,4.22,6731.78,1,8751.314
1.5,Ideal,I,SI1,62.1,55.0,8685,7.32,7.36,4.56,5790.0,1,7527.0
1.41,Premium,H,VS2,62.0,58.0,8686,7.19,7.12,4.44,6160.28,1,8008.364
1.52,Ideal,J,VS1,62.8,54.3,8687,7.32,7.35,4.61,5715.13,1,7429.669000000001
1.2,Ideal,G,VS1,62.6,54.3,8687,6.76,6.8,4.25,7239.17,1,9410.921
1.72,Ideal,J,SI1,62.0,57.0,8688,7.66,7.62,4.74,5051.16,1,6566.508
1.01,Premium,F,VVS2,62.0,58.0,8688,6.45,6.36,3.97,8601.98,1,11182.574
1.01,Ideal,F,VVS2,61.0,57.0,8688,6.52,6.46,3.96,8601.98,1,11182.574
1.53,Premium,G,SI2,58.7,59.0,8688,7.51,7.45,4.39,5678.43,1,7381.959000000001
1.01,Premium,F,VVS2,61.8,55.0,8688,6.45,6.36,3.96,8601.98,1,11182.574
1.01,Ideal,F,VVS2,61.8,56.0,8688,6.49,6.46,4.0,8601.98,1,11182.574
1.19,Very Good,G,VVS2,61.8,59.0,8689,6.75,6.77,4.18,7301.68,1,9492.184000000001
1.71,Very Good,J,SI1,62.9,58.0,8690,7.58,7.64,4.79,5081.87,1,6606.4310000000005
1.71,Premium,J,SI1,61.7,59.0,8690,7.63,7.7,4.73,5081.87,1,6606.4310000000005
1.74,Premium,J,SI2,59.7,57.0,8690,7.88,7.8,4.68,4994.25,1,6492.525000000001
1.21,Ideal,F,VS2,62.4,59.0,8691,6.82,6.77,4.24,7182.64,1,9337.432
1.24,Ideal,H,VVS1,61.9,55.0,8693,6.85,6.91,4.27,7010.48,1,9113.624
1.05,Premium,F,VVS2,61.3,59.0,8693,6.56,6.48,4.0,8279.05,1,10762.765
1.2,Premium,D,VS2,61.6,60.0,8693,6.78,6.72,4.16,7244.17,1,9417.421
1.52,Premium,I,SI1,60.5,60.0,8694,7.4,7.48,4.5,5719.74,1,7435.662
1.11,Ideal,E,VS2,62.1,53.0,8698,6.67,6.69,4.14,7836.04,1,10186.852
1.2,Ideal,G,VS1,62.4,57.1,8698,6.72,6.79,4.23,7248.33,1,9422.829
1.21,Ideal,G,VS1,61.1,58.0,8699,6.9,6.87,4.21,7189.26,1,9346.038
1.03,Ideal,F,VVS2,61.6,56.0,8701,6.46,6.53,4.0,8447.57,1,10981.841
1.12,Ideal,G,VVS2,62.1,54.8,8701,6.64,6.66,4.13,7768.75,1,10099.375
1.2,Ideal,G,VS1,62.4,57.0,8701,6.8,6.78,4.24,7250.83,1,9426.079
1.2,Ideal,G,VS1,62.0,57.0,8701,6.81,6.78,4.21,7250.83,1,9426.079
1.5,Very Good,F,SI2,63.1,63.0,8702,7.27,7.21,4.57,5801.33,1,7541.729
1.5,Good,I,VS2,57.8,60.0,8702,7.54,7.5,4.35,5801.33,1,7541.729
1.05,Premium,G,VVS2,59.5,61.0,8702,6.69,6.63,3.96,8287.62,1,10773.906
1.52,Very Good,I,SI1,62.6,60.0,8703,7.3,7.33,4.58,5725.66,1,7443.358
1.73,Good,J,SI1,65.6,55.0,8703,7.42,7.47,4.88,5030.64,1,6539.832
1.27,Premium,G,VS2,61.0,60.0,8705,6.97,6.93,4.24,6854.33,1,8910.629
1.27,Ideal,G,VS2,62.8,54.0,8705,6.92,6.87,4.33,6854.33,1,8910.629
1.51,Very Good,J,VVS2,62.6,63.0,8706,7.29,7.24,4.55,5765.56,1,7495.228000000001
1.51,Good,D,SI2,64.1,61.0,8706,7.18,7.14,4.59,5765.56,1,7495.228000000001
1.01,Very Good,F,VVS1,63.4,55.0,8706,6.44,6.34,4.05,8619.8,1,11205.74
1.07,Ideal,G,VVS2,61.5,56.0,8707,6.58,6.6,4.05,8137.38,1,10578.594000000001
0.91,Ideal,D,VVS2,62.0,54.0,8707,6.2,6.25,3.86,9568.13,1,12438.569
1.13,Premium,G,VVS1,59.3,59.0,8709,6.79,6.87,4.05,7707.08,1,10019.204
2.16,Ideal,H,I1,62.2,56.0,8709,8.31,8.26,5.15,4031.94,1,5241.522
1.6,Ideal,H,VS2,61.2,57.0,8709,7.57,7.5,4.61,5443.12,1,7076.0560000000005
1.51,Ideal,H,SI2,62.1,57.0,8710,7.38,7.34,4.57,5768.21,1,7498.673000000001
1.21,Very Good,F,VS2,60.1,55.0,8711,6.91,7.01,4.18,7199.17,1,9358.921
2.5,Fair,G,I1,65.1,59.0,8711,8.55,8.39,5.53,3484.4,0,4529.72
1.2,Very Good,G,VVS2,62.4,56.0,8712,6.68,6.74,4.19,7260.0,1,9438.0
1.5,Very Good,J,VVS2,61.5,60.0,8712,7.27,7.31,4.48,5808.0,1,7550.400000000001
1.33,Ideal,H,VS1,59.3,57.0,8714,7.22,7.18,4.27,6551.88,1,8517.444000000001
1.71,Fair,F,SI2,64.9,57.0,8714,7.51,7.41,4.84,5095.91,1,6624.683
1.01,Fair,D,VVS2,65.4,57.0,8716,6.2,6.16,4.04,8629.7,1,11218.61
1.64,Premium,I,SI1,62.4,58.0,8716,7.58,7.52,4.71,5314.63,1,6909.019
1.36,Premium,H,VS2,61.9,58.0,8718,7.09,7.15,4.41,6410.29,1,8333.377
1.24,Ideal,H,VS1,61.0,57.0,8719,6.91,6.95,4.23,7031.45,1,9140.885
1.51,Good,I,VS2,62.9,57.0,8720,7.23,7.27,4.56,5774.83,1,7507.279
1.12,Premium,G,VVS2,62.6,59.0,8721,6.61,6.58,4.13,7786.61,1,10122.593
1.04,Premium,F,VVS2,59.2,58.0,8722,6.68,6.66,3.95,8386.54,1,10902.502000000002
1.1,Very Good,G,VVS1,60.4,57.0,8724,6.7,6.77,4.07,7930.91,1,10310.183
1.06,Ideal,G,VVS2,61.4,57.0,8726,6.52,6.55,4.01,8232.08,1,10701.704
1.06,Ideal,G,VVS2,60.3,57.0,8726,6.61,6.68,4.01,8232.08,1,10701.704
1.24,Ideal,H,VS2,61.8,55.0,8726,6.91,6.95,4.28,7037.1,1,9148.230000000001
1.32,Ideal,G,VS2,62.4,57.0,8728,7.05,6.98,4.38,6612.12,1,8595.756
1.09,Ideal,F,VS1,61.7,57.0,8730,6.58,6.62,4.07,8009.17,1,10411.921
1.74,Good,I,SI2,60.1,64.0,8731,7.82,7.71,4.67,5017.82,1,6523.166
1.22,Premium,F,VS2,62.3,57.0,8731,6.84,6.8,4.25,7156.56,1,9303.528
1.5,Good,I,VVS2,65.4,59.0,8732,7.09,7.14,4.65,5821.33,1,7567.729
1.22,Ideal,F,VS2,62.6,56.0,8733,6.8,6.78,4.25,7158.2,1,9305.66
1.22,Premium,F,VS2,62.0,58.0,8733,6.89,6.86,4.26,7158.2,1,9305.66
1.51,Very Good,J,VS2,59.7,59.0,8735,7.51,7.47,4.47,5784.77,1,7520.201000000001
1.5,Good,I,SI1,64.3,55.0,8736,7.24,7.19,4.64,5824.0,1,7571.2
1.5,Good,J,VS1,63.3,57.0,8736,7.2,7.24,4.57,5824.0,1,7571.2
1.5,Good,I,SI1,63.8,59.0,8736,7.21,7.11,4.57,5824.0,1,7571.2
1.5,Premium,I,SI1,61.2,61.0,8736,7.34,7.3,4.48,5824.0,1,7571.2
1.5,Premium,I,SI1,62.0,62.0,8736,7.35,7.3,4.54,5824.0,1,7571.2
1.5,Very Good,F,VS2,63.4,61.0,8736,7.12,7.08,4.5,5824.0,1,7571.2
1.5,Ideal,I,SI1,62.3,55.0,8736,7.35,7.31,4.57,5824.0,1,7571.2
1.0,Premium,F,VVS1,62.6,58.0,8736,6.45,6.33,4.0,8736.0,1,11356.800000000001
1.5,Premium,G,SI2,58.5,62.0,8736,7.44,7.4,4.34,5824.0,1,7571.2
1.5,Good,I,SI1,64.0,60.0,8736,7.25,7.13,4.6,5824.0,1,7571.2
1.5,Ideal,I,SI1,64.2,59.0,8736,7.13,7.1,4.57,5824.0,1,7571.2
1.5,Good,H,VS1,64.3,57.0,8736,7.12,7.0,4.54,5824.0,1,7571.2
1.5,Ideal,G,SI2,62.0,57.0,8736,7.31,7.26,4.52,5824.0,1,7571.2
1.5,Premium,G,SI2,60.7,61.0,8736,7.36,7.33,4.46,5824.0,1,7571.2
1.5,Ideal,G,SI2,61.4,56.0,8736,7.38,7.34,4.52,5824.0,1,7571.2
1.25,Premium,G,VS1,60.0,61.0,8736,7.03,6.92,4.23,6988.8,1,9085.44
2.0,Fair,I,SI2,69.1,56.0,8736,7.84,7.7,5.37,4368.0,1,5678.400000000001
1.52,Premium,D,SI2,60.2,60.0,8737,7.4,7.46,4.47,5748.03,1,7472.439
1.22,Premium,G,VS1,62.2,59.0,8739,6.87,6.82,4.26,7163.11,1,9312.043
1.53,Premium,D,SI2,59.9,58.0,8739,7.54,7.41,4.48,5711.76,1,7425.2880000000005
1.45,Premium,G,VS1,60.5,60.0,8740,7.27,7.16,4.37,6027.59,1,7835.867
1.21,Good,G,VS1,63.6,56.0,8741,6.8,6.72,4.3,7223.97,1,9391.161
1.03,Ideal,D,VS1,61.5,57.0,8742,6.48,6.52,4.0,8487.38,1,11033.594
1.51,Good,D,SI2,61.5,61.0,8742,7.37,7.42,4.55,5789.4,1,7526.219999999999
1.15,Ideal,F,VVS2,62.1,55.0,8743,6.69,6.74,4.17,7602.61,1,9883.393
1.14,Ideal,G,VVS2,62.3,55.0,8743,6.64,6.72,4.18,7669.3,1,9970.09
1.7,Ideal,I,SI2,60.7,59.0,8743,7.69,7.64,4.65,5142.94,1,6685.822
1.64,Premium,I,SI2,61.3,58.0,8743,7.62,7.58,4.66,5331.1,1,6930.43
1.02,Very Good,E,VVS2,60.3,58.0,8745,6.53,6.57,3.95,8573.53,1,11145.589000000002
1.35,Premium,H,VS1,60.5,60.0,8747,7.19,7.16,4.34,6479.26,1,8423.038
1.04,Very Good,E,VVS2,62.4,58.0,8748,6.46,6.4,4.01,8411.54,1,10935.002000000002
1.55,Premium,J,VS1,62.6,59.0,8749,7.4,7.35,4.62,5644.52,1,7337.876000000001
1.5,Good,H,VS1,64.2,56.0,8749,7.3,7.09,4.62,5832.67,1,7582.4710000000005
1.0,Good,E,VVS2,63.5,55.0,8750,6.31,6.36,4.02,8750.0,1,11375.0
1.01,Good,E,VVS2,63.3,58.0,8752,6.31,6.39,4.02,8665.35,1,11264.955000000002
1.51,Ideal,I,SI1,61.2,58.0,8752,7.35,7.4,4.51,5796.03,1,7534.839
1.51,Ideal,I,SI1,62.4,59.0,8752,7.27,7.34,4.56,5796.03,1,7534.839
1.51,Premium,H,SI1,61.5,58.0,8752,7.38,7.31,4.52,5796.03,1,7534.839
1.57,Premium,J,VS1,61.3,59.0,8752,7.47,7.44,4.57,5574.52,1,7246.876000000001
1.57,Ideal,G,SI1,61.7,55.0,8752,7.51,7.44,4.61,5574.52,1,7246.876000000001
1.09,Ideal,G,VVS2,61.8,56.0,8753,6.58,6.62,4.08,8030.28,1,10439.364
1.51,Very Good,I,SI1,63.0,59.0,8758,7.26,7.31,4.59,5800.0,1,7540.0
1.7,Ideal,J,SI1,60.9,57.0,8758,7.73,7.66,4.69,5151.76,1,6697.2880000000005
1.41,Premium,G,SI1,59.5,59.0,8758,7.35,7.3,4.36,6211.35,1,8074.755000000001
1.23,Premium,G,VS1,61.3,58.0,8759,6.87,6.89,4.22,7121.14,1,9257.482
1.28,Ideal,H,VVS1,61.7,55.0,8759,6.97,7.01,4.31,6842.97,1,8895.861
1.21,Ideal,G,VS1,62.7,54.0,8759,6.79,6.83,4.27,7238.84,1,9410.492
1.5,Premium,J,VVS2,61.8,60.0,8760,7.36,7.33,4.54,5840.0,1,7592.0
1.56,Ideal,J,VS1,62.5,56.0,8763,7.38,7.46,4.64,5617.31,1,7302.503000000001
0.31,Very Good,G,VS1,59.6,61.0,625,4.35,4.38,2.6,2016.13,0,2620.969
0.31,Premium,G,VS1,61.2,60.0,625,4.3,4.33,2.64,2016.13,0,2620.969
0.31,Good,F,VS2,63.4,56.0,625,4.31,4.34,2.74,2016.13,0,2620.969
0.31,Premium,G,VS1,62.1,58.0,625,4.31,4.36,2.69,2016.13,0,2620.969
0.31,Very Good,F,VS2,62.9,56.0,625,4.3,4.32,2.71,2016.13,0,2620.969
0.31,Very Good,G,VS1,62.0,59.0,625,4.28,4.3,2.66,2016.13,0,2620.969
0.31,Ideal,H,VVS2,62.4,57.0,625,4.32,4.36,2.71,2016.13,0,2620.969
0.31,Ideal,F,VS2,61.5,56.0,625,4.34,4.37,2.68,2016.13,0,2620.969
0.31,Very Good,H,VVS2,61.4,58.0,625,4.32,4.37,2.67,2016.13,0,2620.969
0.31,Ideal,F,VS2,62.6,57.0,625,4.29,4.33,2.7,2016.13,0,2620.969
0.31,Premium,F,VS2,62.3,59.0,625,4.3,4.33,2.69,2016.13,0,2620.969
0.31,Ideal,F,VS2,62.0,56.0,625,4.35,4.39,2.71,2016.13,0,2620.969
0.31,Good,H,VVS2,63.6,56.0,625,4.28,4.33,2.74,2016.13,0,2620.969
0.31,Very Good,H,VVS2,62.8,57.0,625,4.3,4.33,2.71,2016.13,0,2620.969
0.31,Premium,F,VS2,62.3,60.0,625,4.32,4.35,2.7,2016.13,0,2620.969
0.31,Premium,G,VS1,59.5,59.0,625,4.4,4.47,2.64,2016.13,0,2620.969
0.31,Premium,F,VS2,62.0,60.0,625,4.3,4.34,2.68,2016.13,0,2620.969
0.31,Premium,H,VVS2,61.2,59.0,625,4.34,4.38,2.67,2016.13,0,2620.969
0.31,Good,F,VS2,63.4,56.0,625,4.29,4.32,2.73,2016.13,0,2620.969
0.31,Premium,F,VS2,62.4,58.0,625,4.31,4.34,2.7,2016.13,0,2620.969
0.31,Ideal,F,VS2,61.6,55.0,625,4.36,4.37,2.69,2016.13,0,2620.969
0.31,Premium,G,VS1,62.1,58.0,625,4.31,4.35,2.69,2016.13,0,2620.969
0.31,Good,H,VVS2,63.7,55.0,625,4.28,4.32,2.74,2016.13,0,2620.969
0.31,Very Good,G,VS1,62.2,56.0,625,4.32,4.36,2.7,2016.13,0,2620.969
0.31,Very Good,F,VS2,62.8,57.0,625,4.34,4.36,2.73,2016.13,0,2620.969
0.31,Very Good,G,VS1,62.8,58.0,625,4.27,4.3,2.69,2016.13,0,2620.969
0.31,Premium,H,VVS2,62.4,59.0,625,4.31,4.35,2.7,2016.13,0,2620.969
0.31,Ideal,H,VVS2,62.5,55.0,625,4.34,4.37,2.72,2016.13,0,2620.969
0.31,Premium,H,VVS2,60.6,60.0,625,4.34,4.38,2.64,2016.13,0,2620.969
0.31,Ideal,H,VVS2,61.5,56.0,625,4.35,4.37,2.68,2016.13,0,2620.969
1.25,Ideal,F,VS2,62.8,57.0,8764,6.87,6.85,4.31,7011.2,1,9114.56
1.31,Premium,E,SI1,62.4,58.0,8767,7.03,6.95,4.36,6692.37,1,8700.081
1.02,Premium,G,VVS1,58.0,61.0,8768,6.67,6.58,3.84,8596.08,1,11174.904
1.2,Very Good,E,VS2,60.7,59.0,8769,6.79,6.86,4.14,7307.5,1,9499.75
1.51,Premium,J,VVS2,62.6,59.0,8770,7.31,7.33,4.58,5807.95,1,7550.335
1.51,Premium,J,VVS2,62.5,59.0,8770,7.29,7.34,4.57,5807.95,1,7550.335
1.51,Very Good,J,VVS2,62.9,58.0,8770,7.21,7.33,4.57,5807.95,1,7550.335
1.5,Ideal,F,SI1,60.9,56.0,8770,7.43,7.36,4.5,5846.67,1,7600.671
1.5,Premium,F,SI1,62.1,60.0,8770,7.32,7.27,4.53,5846.67,1,7600.671
1.34,Ideal,H,VS2,61.9,55.0,8771,7.05,7.08,4.37,6545.52,1,8509.176000000001
1.0,Very Good,F,VVS2,62.3,57.0,8772,6.34,6.41,3.97,8772.0,1,11403.6
1.12,Ideal,G,VVS2,62.0,55.0,8773,6.67,6.69,4.14,7833.04,1,10182.952000000001
1.02,Premium,F,VVS2,60.9,59.0,8774,6.56,6.44,3.96,8601.96,1,11182.547999999999
1.31,Ideal,H,VS1,62.5,56.0,8774,7.03,6.95,4.37,6697.71,1,8707.023000000001
1.21,Ideal,G,VS1,62.6,56.0,8774,6.81,6.77,4.25,7251.24,1,9426.612
1.21,Premium,G,VS1,62.7,58.0,8774,6.85,6.76,4.27,7251.24,1,9426.612
1.28,Ideal,G,VS2,62.2,57.0,8774,6.99,6.94,4.33,6854.69,1,8911.097
1.1,Ideal,G,VS1,61.3,56.0,8775,6.65,6.69,4.09,7977.27,1,10370.451000000001
1.06,Ideal,F,VVS2,61.1,57.0,8776,6.62,6.57,4.03,8279.25,1,10763.025
1.58,Premium,H,SI2,62.4,57.0,8777,7.45,7.36,4.62,5555.06,1,7221.578
1.52,Good,I,VS2,63.3,61.0,8778,7.23,7.27,4.59,5775.0,1,7507.5
1.09,Ideal,G,VVS1,62.1,55.0,8778,6.58,6.63,4.1,8053.21,1,10469.173
1.01,Ideal,G,IF,62.8,57.0,8778,6.42,6.39,4.02,8691.09,1,11298.417000000001
1.6,Ideal,H,SI2,61.5,55.0,8779,7.53,7.55,4.64,5486.88,1,7132.944
1.49,Fair,F,SI1,59.6,63.0,8779,7.2,7.34,4.33,5891.95,1,7659.535
1.22,Premium,G,VS1,61.3,58.0,8779,6.91,6.89,4.23,7195.9,1,9354.67
1.5,Good,I,VS2,60.5,60.0,8780,7.26,7.32,4.41,5853.33,1,7609.329
2.01,Good,I,SI2,63.8,57.0,8780,8.0,7.95,5.1,4368.16,1,5678.608
1.34,Ideal,H,VS1,61.6,57.0,8780,7.14,7.07,4.38,6552.24,1,8517.912
1.58,Very Good,I,SI1,63.1,55.0,8782,7.42,7.45,4.69,5558.23,1,7225.699
1.22,Ideal,F,VS2,61.5,57.0,8783,6.87,6.91,4.24,7199.18,1,9358.934000000001
1.04,Very Good,F,VVS2,62.5,58.0,8785,6.37,6.46,4.01,8447.12,1,10981.256000000001
1.12,Very Good,E,VS1,60.8,58.0,8788,6.69,6.73,4.08,7846.43,1,10200.359
1.51,Very Good,J,VVS2,60.6,58.0,8789,7.36,7.4,4.47,5820.53,1,7566.689
1.25,Ideal,H,VVS2,60.8,57.0,8789,6.95,6.99,4.24,7031.2,1,9140.56
1.5,Very Good,H,SI1,61.5,62.0,8791,7.24,7.3,4.47,5860.67,1,7618.871
1.22,Very Good,G,IF,62.0,59.0,8793,6.8,6.85,4.23,7207.38,1,9369.594000000001
1.51,Ideal,G,SI2,60.8,57.0,8794,7.44,7.39,4.51,5823.84,1,7570.992
1.64,Very Good,G,SI2,60.9,57.0,8794,7.57,7.61,4.62,5362.2,1,6970.86
1.52,Very Good,I,SI1,63.7,58.0,8794,7.23,7.3,4.63,5785.53,1,7521.189
1.51,Premium,G,SI2,62.8,56.0,8794,7.3,7.22,4.56,5823.84,1,7570.992
1.51,Fair,G,VS2,56.0,65.0,8794,7.68,7.57,4.27,5823.84,1,7570.992
1.51,Premium,I,SI1,62.2,60.0,8794,7.3,7.23,4.52,5823.84,1,7570.992
1.51,Premium,I,SI1,62.6,60.0,8794,7.34,7.27,4.57,5823.84,1,7570.992
1.51,Fair,G,SI2,65.5,55.0,8794,7.14,7.08,4.66,5823.84,1,7570.992
1.51,Good,F,VS2,64.0,59.0,8794,7.16,7.08,4.56,5823.84,1,7570.992
1.51,Ideal,G,SI2,60.5,55.0,8794,7.4,7.36,4.46,5823.84,1,7570.992
1.51,Premium,I,SI1,62.7,61.0,8794,7.33,7.27,4.58,5823.84,1,7570.992
1.04,Ideal,G,VVS1,62.2,55.0,8794,6.51,6.48,4.04,8455.77,1,10992.501
1.22,Very Good,G,VS1,61.2,58.0,8795,6.84,6.86,4.19,7209.02,1,9371.726
1.2,Premium,F,VS2,62.1,54.0,8796,6.77,6.73,4.19,7330.0,1,9529.0
1.1,Ideal,F,VS1,61.5,55.0,8796,6.69,6.64,4.1,7996.36,1,10395.268
1.1,Ideal,F,VS1,61.5,59.0,8796,6.63,6.58,4.06,7996.36,1,10395.268
1.2,Premium,F,VS2,60.4,59.0,8796,6.91,6.89,4.17,7330.0,1,9529.0
1.1,Premium,D,VS2,58.2,57.0,8796,6.81,6.77,3.95,7996.36,1,10395.268
1.01,Very Good,E,VVS2,63.4,57.0,8797,6.45,6.33,4.05,8709.9,1,11322.87
1.24,Ideal,G,VS2,62.0,56.0,8797,6.87,6.9,4.27,7094.35,1,9222.655
1.24,Ideal,G,VS2,62.3,57.0,8799,6.95,6.89,4.31,7095.97,1,9224.761
1.53,Premium,G,SI2,61.3,59.0,8799,7.49,7.43,4.57,5750.98,1,7476.273999999999
1.71,Fair,I,SI2,65.1,60.0,8800,7.5,7.46,4.87,5146.2,1,6690.06
1.16,Ideal,G,VVS2,62.0,56.0,8803,6.75,6.71,4.17,7588.79,1,9865.427
1.17,Ideal,F,VS1,62.2,56.0,8806,6.77,6.74,4.2,7526.5,1,9784.45
2.74,Fair,J,I1,64.9,61.0,8807,8.76,8.66,5.65,3214.23,0,4178.499
1.6,Premium,I,SI1,60.3,59.0,8808,7.56,7.61,4.57,5505.0,1,7156.5
1.54,Very Good,G,SI2,61.5,61.0,8808,7.35,7.42,4.54,5719.48,1,7435.324
1.43,Premium,F,SI1,61.5,58.0,8809,7.27,7.22,4.45,6160.14,1,8008.182000000001
1.09,Ideal,E,VS1,61.3,56.0,8809,6.71,6.66,4.1,8081.65,1,10506.145
1.23,Premium,G,VVS2,59.6,59.0,8810,6.95,6.98,4.15,7162.6,1,9311.380000000001
1.52,Premium,E,SI2,62.0,62.0,8810,7.2,7.13,4.44,5796.05,1,7534.865000000001
1.03,Ideal,E,VVS2,61.9,57.0,8811,6.46,6.5,4.01,8554.37,1,11120.681000000002
1.41,Premium,H,VS2,61.2,60.0,8812,7.21,7.17,4.4,6249.65,1,8124.545
1.04,Premium,G,IF,60.7,58.0,8813,6.65,6.52,4.0,8474.04,1,11016.252000000002
1.59,Ideal,I,SI2,60.5,55.1,8814,7.55,7.62,4.59,5543.4,1,7206.42
1.48,Very Good,H,SI1,62.5,59.0,8815,7.16,7.23,4.5,5956.08,1,7742.904
1.73,Premium,F,SI2,63.0,60.0,8816,7.63,7.52,4.77,5095.95,1,6624.735
1.31,Premium,G,VS2,60.3,59.0,8818,7.08,7.12,4.28,6731.3,1,8750.69
1.52,Fair,H,SI1,61.2,60.0,8818,7.39,7.29,4.49,5801.32,1,7541.715999999999
1.48,Ideal,E,SI2,62.1,57.0,8818,7.35,7.28,4.54,5958.11,1,7745.543
1.02,Ideal,D,VS1,60.8,55.0,8818,6.55,6.5,3.97,8645.1,1,11238.630000000001
1.25,Premium,G,VS2,62.6,58.0,8820,6.87,6.8,4.28,7056.0,1,9172.800000000001
1.5,Very Good,E,SI2,63.1,57.0,8820,7.32,7.27,4.6,5880.0,1,7644.0
1.5,Good,F,SI2,62.6,64.0,8820,7.25,7.19,4.52,5880.0,1,7644.0
1.75,Premium,F,SI2,58.0,59.0,8820,7.97,7.92,4.61,5040.0,1,6552.0
1.5,Premium,I,VS2,58.4,61.0,8820,7.48,7.42,4.35,5880.0,1,7644.0
